,id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,production
7101,7092,tt0406310,0.504166,0,0,Van Helsing: The London Assignment,Hugh Jackman|Robbie Coltrane|David Wenham|Grey Griffin|Dwight Schultz,,Sharon Bridgeman,,london|mr. hayd|helsing|mision,"It tells of the events before the film, in which monster hunter Gabriel Van Helsing travels to London to investigate a series of horrific, and decidedly supernatural murders, being committed by the mad scientist Dr. Jekyll, in the form of his evil alter-ego, Mr. Hyde.",30,Action|Animation|Fantasy|Horror,Universal Pictures,2004-05-11,38,5.9,2004,0.0,0.0,Universal Pictures
7144,31063,tt0330111,0.334136,0,0,The Calcium Kid,Orlando Bloom|Michael Peña|Michael Lerner|Billie Piper|Omid Djalili,,Alex De Rakoff,It takes a lotta bottle to be the champ,,"When milkman Jimmy Connelly accidentally puts Britain's contender for the World title out of action, he is propelled from amateur boxer to the world stage and announced as the replacement contender for the championship fight.",89,Comedy,Universal Pictures|StudioCanal|Working Title Films|WT2 Productions,2004-01-01,10,5.5,2004,0.0,0.0,Universal Pictures
7159,8080,tt0324127,0.308525,27000000,13000000,Suspect Zero,Carrie-Anne Moss|Aaron Eckhart|Ben Kingsley|Harry Lennix|Kevin Chamberlin,,E. Elias Merhige,Who's next?,serial killer,"A killer is on the loose, and an FBI agent sifts through clues and learns that the bloodthirsty felon's victims of choice are other serial killers.",99,Crime|Thriller,Paramount Pictures|Cruise/Wagner Productions|Lakeshore Entertainment|Intermedia Films,2004-08-27,42,5.1,2004,31170025.7949,15007790.1976,Paramount Pictures
7169,15673,tt0345074,0.283606,20000000,11341016,Connie and Carla,Nia Vardalos|Toni Collette|David Duchovny|Stephen Spinella|Alec Mapa,,Michael Lembeck,"When you follow your dream, there's no telling what you'll become.",gay|drag queen|mistaken identity,"After accidentally witnessing a mafia hit in the Windy City, gal pals Connie and Carla skip town for L.A., where they go way undercover as singers working the city's dinner theater circuit ... as drag queens. Now, it's not enough that they become big hits on the scene; things get extra-weird when Connie meets Jeff -- a guy she'd like to be a woman with",98,Comedy,Universal Pictures,2004-04-16,16,6.8,2004,23088907.9962,13092583.7504,Universal Pictures
7183,8842,tt0312329,0.250878,39000000,6614280,Against the Ropes,Meg Ryan|Tony Shalhoub|Joe Cortese|Kerry Washington|Omar Epps,,Charles S. Dutton,,biography|sport,"A fictional story inspired by North America's most famous female boxing promoter, Jackie Kallen. Her struggle to survive and succeed in a male dominated sport.",106,Romance|Drama,Paramount Pictures|Cort/Madden Productions|ATR Films|MMP Erste Filmproduktions|Moviemakers Productions (MMP),2004-02-20,16,4.8,2004,45023370.5927,7635825.11907,Paramount Pictures
7208,2791,tt0407658,0.186459,0,0,The Chronicles of Riddick: Dark Fury,Vin Diesel|Rhiana Griffith|Keith David|Nick Chinlund|Dwight Schultz,http://www.thechroniclesofriddick.com,Peter Chung,,space marine|mercenary|danger of life|dystopia|riddick,"After their narrow escape at the end of ""Pitch Black,""  Riddick, Jack and the Imam find themselves at the mercy of a madwoman who intends to entomb Riddick forever as part of a twisted art exhibit.  With little but a shiv and Riddick's innate viciousness to aid them, Riddick and his allies must find a way to escape from their captor and her band of mercenaries.",34,Action|Animation|Science Fiction|Thriller,Universal Pictures|Universal Home Video,2004-06-15,114,5.7,2004,0.0,0.0,Universal Pictures
7260,12540,tt0334965,0.022891,0,0,Bring It On Again,Anne Judson-Yager|Bree Turner|Kevin Cooney|Faune A. Chambers|Felicia Day,https://www.uphe.com/movies/bring-it-on-again,Damon Santostefano,May the best moves win again.,competition|cheerleader|adversary|sport|high school,"When new students can't get onto their college cheerleading team, they form their own squad and prepare for a cheer off.",90,Comedy,Universal Pictures,2004-01-13,47,5.1,2004,0.0,0.0,Universal Pictures
7269,238,tt0068646,5.738034,6000000,245066411,The Godfather,Marlon Brando|Al Pacino|James Caan|Richard S. Castellano|Robert Duvall,http://www.thegodfather.com/,Francis Ford Coppola,An offer you can't refuse.,italy|love at first sight|loss of father|patriarch|organized crime,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",175,Drama|Crime,Paramount Pictures|Alfran Productions,1972-03-15,3970,8.3,1972,31287365.5882,1277913732.39,Paramount Pictures
7273,573,tt0068611,0.599109,3500000,12600000,Frenzy,Jon Finch|Alec McCowen|Barry Foster|Billie Whitelaw|Anna Massey,,Alfred Hitchcock,Just an ordinary necktie used with a deadly new twist.,london|rape|police|suspense|serial killer,"A serial murderer is strangling women with a necktie. The London police have a suspect, but he is the wrong man.",116,Crime|Drama|Mystery|Thriller,Universal Pictures,1972-05-25,58,6.9,1972,18250963.2598,65703467.7352,Universal Pictures
7274,14881,tt0068768,0.476664,0,6330000,Joe Kidd,Clint Eastwood|Robert Duvall|John Saxon|Don Stroud|Stella Garcia,,John Sturges,If you're looking for trouble - - - he's JOE KIDD,pistol|violence|mexican|gun violence|cowboy shirt,"A band of Mexicans find their U. S. land claims denied and all the records destroyed in a courthouse fire. Their leader, Louis Chama, encourages them to use force to regain their land. A wealthy landowner wanting the same decides to hire a gang of killers with Joe Kidd to track Chama.",88,Western,Universal Pictures|Malpaso Productions,1972-07-14,25,6.2,1972,0.0,33008170.6955,Universal Pictures
7275,811,tt0067756,0.450264,1000000,0,Silent Running,Bruce Dern|Cliff Potts|Ron Rifkin|Jesse Vint|Steven Brown,,Douglas Trumbull,Amazing companions on an incredible journey...that journeys beyond imagination!,space marine|sunlight|plants|space travel|saturn,"In a future Earth barren of all flora and fauna, the planet's ecosystems exist only in large pods attached to spacecraft. When word comes in that the pods are to be jettisoned into space and destroyed so that the spacecraft can be reused for commercial purposes, most of the crew of the Valley Forge rejoice at the prospect of going home. Not so for botanist Freeman Lowell who loves the forest and its creatures, so decides to take matters into his own hands to protect what he loves.",89,Adventure|Drama|Science Fiction,Universal Pictures|Trumbull/Gruskoff Productions,1972-03-09,69,6.1,1972,5214560.93136,0.0,Universal Pictures
7291,11610,tt0069097,0.170549,0,0,"Play It Again, Sam",Woody Allen|Diane Keaton|Tony Roberts|Jerry Lacy|Susan Anspach,,Herbert Ross,"Here's laughing at you, kid.",date|hallucination|idol|advice|make a match,"A mild mannered film critic is dumped by his wife and his ego is crushed. His hero persona is the tough guy played by Humphrey Bogart in many of his movies and the apparition of Bogart begins showing up to give him advice. With the encouragement of his two married friends, he actually tries dating again, with less than satisfactory results, until he relaxes.",85,Comedy|Drama|Romance,Paramount Pictures,1972-05-04,50,7.2,1972,0.0,0.0,Paramount Pictures
7311,813,tt0080339,1.636256,3500000,83453539,Airplane!,Robert Hays|Julie Hagerty|Kareem Abdul-Jabbar|Lloyd Bridges|Peter Graves,,Jim Abrahams|David Zucker|Jerry Zucker,"What's slower than a speeding bullet, and able to hit tall buildings at a single bound?",chicago|alcohol|cataclysm|guitar|medicine,"Still craving for the love of his life, ex-Air Force pilot Ted Striker follows Elaine onto the flight that she is working on as cabin crew. Elaine doesn't want to be with Ted anymore, but when the crew and passengers fall ill from food poisoning, Ted might be the only one who can save them.",88,Comedy|Romance,Paramount Pictures,1980-07-02,618,7.0,1980,9261128.63522,220821131.355,Paramount Pictures
7312,525,tt0080455,1.607219,27000000,115229890,The Blues Brothers,Dan Aykroyd|John Belushi|James Brown|Cab Calloway|Ray Charles,,John Landis,They'll never get caught. They're on a mission from God.,dancing|prison|chicago|country music|nun,"Jake Blues is just out of jail, and teams up with his brother, Elwood on a 'mission from God' to raise funds for the orphanage in which they grew up. The only thing they can do is do what they do best – play music – so they get their old band together and they're on their way, while getting in a bit of trouble here and there.",133,Music|Comedy|Action|Crime,Universal Pictures,1980-06-17,614,7.3,1980,71442992.3289,304902523.975,Universal Pictures
7316,4488,tt0080761,1.24642,550000,59754601,Friday the 13th,Betsy Palmer|Adrienne King|Harry Crosby|Laurie Bartram|Jeannine Taylor,,Sean S. Cunningham,"They were warned...They are doomed...And on Friday the 13th, nothing will save them.",drowning|lake|cabin|cult|revenge,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,95,Horror,Paramount Pictures|Georgetown Productions Inc.|Sean S. Cunningham Films,1980-05-09,282,6.4,1980,1455320.21411,158112870.402,Paramount Pictures
7320,13612,tt0080520,0.764524,0,41675194,Cheech & Chong's Next Movie,Cheech Marin|Tommy Chong|Evelyn Guerrero|Betty Kennedy|Paul Reubens,,Tommy Chong,Just what we all need! A really good hit!,comedy|marijuana,"Perennially stoned Cheech and Chong tear through the city of Los Angeles, causing trouble wherever they go. After Cheech loses his job, the two pot enthusiasts head to the welfare offices where Cheech's girlfriend, Donna, works. Instead of collecting unemployment, they find themselves thrown back on the streets, searching for a way to earn new income. But when Cheech's cousin, ""Red"" Mendoza, arrives, things get even crazier.",99,Action|Adventure|Comedy,Universal Pictures,1980-07-18,23,6.3,1980,0.0,110274095.009,Universal Pictures
7321,12705,tt0081529,0.76363,0,66132626,Smokey and the Bandit II,Burt Reynolds|Jackie Gleason|Jerry Reed|Dom DeLuise|Paul Williams,,Hal Needham,The Bandit is back and better than ever!,elephant|prosecution|transportation|road|girlfriend,"The Bandit goes on another cross-country run, transporting an elephant from Florida to Texas. And, once again, Sheriff Buford T. Justice is on his tail.",100,Action|Comedy,Universal Pictures,1980-08-15,41,5.0,1980,0.0,174989358.963,Universal Pictures
7338,11335,tt0081353,0.202265,20000000,0,Popeye,Robin Williams|Shelley Duvall|Ray Walston|Paul Dooley|Richard Libertini,,Robert Altman,The sailor man with the spinach can!,baby|blackmail|supernatural powers|based on cartoon|sailor,"Popeye is a super-strong, spinach-scarfing sailor man who's searching for his father. During a storm that wrecks his ship, Popeye washes ashore and winds up rooming at the Oyl household, where he meets Olive. Before he can win her heart, he must first contend with Olive's fiancé, Bluto.",114,Action|Adventure|Comedy|Family|Music,Paramount Pictures|Walt Disney Productions,1980-12-12,75,5.4,1980,52920735.0584,0.0,Paramount Pictures
7344,17496,tt0081696,0.319636,0,0,Urban Cowboy,John Travolta|Debra Winger|Scott Glenn|Madolyn Smith Osborne|Barry Corbin,,James Bridges,Hard Hat Days And Honky-Tonk Nights.,country music|texas|contest|cowboy boots,Hard Hat Days Honky-Tonk Nights. John Travolta stars as a young man from the country who learns about life and love in a Houston bar.,132,Western|Drama,Paramount Pictures,1980-06-06,23,6.5,1980,0.0,0.0,Paramount Pictures
7348,2768,tt0080365,0.283507,4800000,22743674,American Gigolo,Richard Gere|Lauren Hutton|Judith Ransdell|Héctor Elizondo|K Callan,,Paul Schrader,His business is pleasure!,suspicion of murder|gigolo|callboy,"Julian makes a lucrative living as an escort to older women in the Los Angeles area. He begins a relationship with Michelle, a local politician's wife, without expecting any pay. One of his clients is murdered and Detective Sunday begins pumping him for details on his different clients, something he is reluctant to do considering the nature of his work. Julian begins to suspect he's being framed. Meanwhile Michelle begins to fall in love with him.",117,Thriller|Drama|Crime|Romance,Paramount Pictures,1980-02-08,53,5.8,1980,12700976.414,60180597.3005,Paramount Pictures
7352,23954,tt0080388,0.248142,7200000,12729678,Atlantic City,Burt Lancaster|Susan Sarandon|Kate Reid|Michel Piccoli|Hollis McLaren,,Louis Malle,"She made him become what he always wanted to be - a lover, a hero, a rich man...and a killer!",female nudity|stabbed to death|atlantic city|mobster|gangster,"Lou (Burt Lancaster), a small time gangster who thinks he used to be something big, meets and falls for a sexy casino employee named Sally (Susan Sarandon). She needs his help realizing her dream of going to Monte Carlo, a symbol of the glamorous life that she has been looking for so desperately.",104,Crime|Drama|Romance,Paramount Pictures|Canadian Film Development Corporation (CFDC)|Famous Players Limited|Selta Films|International Cinema Corporation (ICC),1980-09-02,24,6.6,1980,19051464.621,33683195.8409,Paramount Pictures
7354,16619,tt0081283,0.225188,6000000,0,Ordinary People,Donald Sutherland|Mary Tyler Moore|Judd Hirsch|Timothy Hutton|M. Emmet Walsh,,Robert Redford,Everything is in its proper place...except the past.,post traumatic stress  disorder|depression|suicide attempt|grief|dysfunctional family,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",124,Drama,Paramount Pictures|Wildwood Enterprises,1980-09-19,54,6.8,1980,15876220.5175,0.0,Paramount Pictures
